,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
943,1428,yes,1.6,0,0,no,7,0.1,153,4,2,584,983,1808.0,12,8,13.0,0,1,no_wifi,medium cost
944,674,yes,2.8,1,0,yes,8,0.2,93,3,0,750,772,589.0,18,6,4.0,1,1,no_wifi,low cost
945,832,no,1.1,0,0,yes,46,0.3,93,6,0,820,1366,3317.0,8,0,19.0,1,1,no_wifi,very high cost
946,1625,yes,0.5,1,2,yes,50,0.1,107,8,17,8,1219,670.0,16,3,8.0,1,0,no_wifi,low cost
947,907,no,1.4,1,3,no,42,0.2,151,1,16,171,507,584.0,11,9,6.0,1,0,no_wifi,low cost
948,1631,no,0.5,0,2,yes,13,0.5,166,2,16,960,1735,2173.0,12,3,,1,1,no_wifi,high cost
950,1382,yes,0.5,0,7,yes,13,0.3,199,2,18,612,719,2073.0,16,7,9.0,1,0,wifi,medium cost
951,633,yes,1.4,0,0,yes,46,0.7,102,6,10,709,1915,1401.0,19,14,11.0,1,1,no_wifi,medium cost
952,1444,yes,2.1,0,9,no,38,0.4,104,7,16,624,917,3764.0,14,9,10.0,0,0,no_wifi,very high cost
953,852,yes,1.6,1,6,yes,54,0.4,147,5,7,538,730,1275.0,13,7,12.0,1,0,wifi,low cost
954,922,yes,0.7,0,0,yes,47,1.0,157,8,14,1295,1808,1464.0,17,4,12.0,1,0,wifi,medium cost
955,1745,no,1.5,1,4,yes,57,0.1,159,3,16,1164,1908,2885.0,13,11,5.0,1,1,wifi,very high cost
956,862,no,2.3,0,9,yes,6,0.1,107,8,14,829,1977,3458.0,9,4,9.0,1,1,wifi,very high cost
957,1754,yes,2.1,1,1,yes,52,1.0,101,4,3,199,1885,3019.0,11,6,19.0,1,0,wifi,very high cost
958,1008,no,2.5,0,3,no,36,1.0,109,1,14,825,1972,1083.0,6,4,6.0,0,0,no_wifi,medium cost
959,1569,no,0.5,1,3,no,33,0.2,147,1,13,519,930,3538.0,18,1,15.0,1,0,wifi,very high cost
960,1596,no,2.9,1,7,no,7,0.7,149,2,9,169,1190,2493.0,14,12,13.0,1,1,wifi,high cost
961,1807,yes,0.5,1,2,yes,61,0.1,134,6,6,1734,1968,3726.0,8,5,15.0,1,0,no_wifi,very high cost
962,1660,no,2.8,1,4,no,7,0.8,184,1,6,76,1165,1531.0,12,0,7.0,0,0,no_wifi,medium cost
963,1861,yes,0.9,0,4,yes,55,0.5,148,7,8,1698,1877,601.0,7,5,4.0,1,0,no_wifi,medium cost
964,648,no,1.9,1,4,no,8,1.0,91,5,19,819,1997,2991.0,8,7,4.0,0,0,wifi,high cost
965,1379,no,0.5,1,1,no,19,0.3,134,8,17,387,671,,11,2,19.0,0,1,wifi,very high cost
966,1910,yes,1.7,0,0,no,34,0.6,115,2,0,985,1284,309.0,8,4,10.0,0,0,wifi,low cost
967,1807,no,2.0,1,0,yes,13,0.5,155,8,0,970,974,323.0,9,3,3.0,1,1,wifi,low cost
968,1923,no,0.5,1,7,no,46,0.5,191,1,10,767,1759,1489.0,10,9,3.0,1,1,wifi,medium cost
969,1345,yes,3.0,0,7,yes,38,0.1,162,3,11,512,1465,1322.0,9,2,15.0,1,0,no_wifi,medium cost
970,904,no,1.6,1,5,yes,14,0.2,102,8,9,56,760,1846.0,7,0,3.0,1,0,wifi,medium cost
971,1239,no,1.2,1,5,yes,52,0.9,122,2,10,590,661,417.0,8,0,6.0,1,0,wifi,low cost
972,1330,no,0.9,0,6,yes,52,0.8,84,4,12,462,1304,3269.0,19,6,8.0,1,1,no_wifi,very high cost
974,672,yes,0.5,1,0,no,54,0.9,95,4,11,578,1143,667.0,17,8,14.0,0,0,no_wifi,low cost
975,892,yes,0.5,0,0,yes,47,0.4,94,1,18,655,1782,1241.0,12,3,9.0,1,0,wifi,medium cost
976,1778,no,0.5,0,0,yes,23,0.5,101,6,11,1028,1445,3941.0,19,6,13.0,1,0,no_wifi,very high cost
977,1130,yes,2.5,0,4,yes,58,0.1,132,5,14,88,1261,1018.0,17,1,16.0,1,0,no_wifi,low cost
978,1359,no,0.6,0,4,no,59,0.3,86,2,6,1692,1902,3142.0,19,3,17.0,0,1,wifi,very high cost
979,1866,yes,2.5,1,3,yes,47,0.8,89,5,9,358,1782,1444.0,7,4,20.0,1,0,no_wifi,medium cost
980,1597,no,2.3,0,11,no,34,0.4,89,1,14,64,1667,934.0,16,10,9.0,0,1,no_wifi,low cost
981,1046,yes,2.8,1,0,yes,58,0.2,100,8,0,259,1040,,17,12,9.0,1,1,wifi,very high cost
982,1035,no,0.6,1,2,yes,44,0.5,99,3,3,236,1960,3506.0,14,5,12.0,1,1,no_wifi,very high cost
983,1175,yes,1.3,0,2,no,19,0.3,164,7,9,873,1394,1944.0,9,4,9.0,1,1,no_wifi,medium cost
984,1261,yes,0.5,1,0,yes,11,0.2,90,4,0,858,1591,348.0,14,9,14.0,1,0,wifi,low cost
985,1068,no,0.7,1,9,no,51,0.5,124,4,15,1405,1910,550.0,12,8,6.0,1,1,no_wifi,low cost
986,1713,no,3.0,1,5,yes,20,0.9,104,7,17,237,890,971.0,11,10,10.0,1,0,no_wifi,low cost
987,1688,no,2.5,0,0,yes,21,0.2,170,7,0,650,864,3984.0,17,14,8.0,1,1,wifi,very high cost
988,1413,yes,0.5,1,4,yes,45,0.4,104,5,6,1949,1994,2973.0,17,8,15.0,1,0,wifi,very high cost
989,559,yes,0.5,0,10,no,11,0.4,82,5,14,541,823,2019.0,10,4,16.0,1,1,wifi,medium cost
990,1483,yes,2.6,1,13,no,19,0.6,146,7,19,361,1552,1587.0,9,4,19.0,0,0,no_wifi,medium cost
991,860,yes,1.6,1,13,no,48,0.5,187,7,18,335,1463,1870.0,17,2,18.0,1,0,no_wifi,medium cost
992,1090,no,1.3,1,5,no,27,0.1,91,4,16,1638,1910,1352.0,5,1,11.0,0,1,no_wifi,medium cost
993,686,yes,0.5,0,11,no,3,0.3,91,6,15,1109,1392,570.0,7,6,19.0,0,1,no_wifi,low cost
994,818,no,1.3,0,14,no,43,0.9,177,6,15,111,510,546.0,12,6,7.0,1,1,wifi,low cost
995,1456,no,1.6,1,5,no,49,0.2,193,3,20,1285,1427,3624.0,12,11,16.0,1,1,no_wifi,very high cost
996,774,no,0.5,1,2,yes,10,0.5,188,2,9,1480,1731,2944.0,8,6,2.0,1,1,wifi,high cost
997,1068,no,0.5,1,0,yes,19,0.9,197,8,9,322,875,1209.0,19,12,12.0,1,1,no_wifi,low cost
998,1373,yes,1.9,1,1,yes,29,0.9,141,6,12,1220,1348,2752.0,15,2,7.0,1,1,wifi,very high cost
999,1777,yes,3.0,0,3,no,20,0.6,188,6,5,511,616,3868.0,5,1,7.0,0,1,wifi,very high cost
1000,594,no,0.8,0,2,yes,28,0.1,132,5,3,1011,1263,3087.0,16,4,4.0,1,1,wifi,high cost
1001,1524,no,2.6,1,5,no,57,0.5,124,2,12,629,635,947.0,11,4,16.0,0,1,wifi,low cost
1002,511,yes,0.6,1,12,no,50,0.1,175,3,16,140,622,,9,7,8.0,1,0,no_wifi,low cost
1003,1402,yes,0.6,1,3,no,46,0.3,87,7,12,1081,1767,347.0,17,0,12.0,1,0,wifi,low cost
1004,965,yes,0.5,0,15,no,53,1.0,131,8,19,297,653,3227.0,12,6,8.0,1,0,no_wifi,high cost
1005,1270,yes,2.3,0,0,no,58,0.5,104,5,1,1512,1716,3299.0,13,4,16.0,0,0,wifi,very high cost
1006,919,no,0.5,1,11,no,13,0.3,159,1,15,275,570,1028.0,8,4,17.0,1,0,no_wifi,low cost
1007,1963,yes,1.0,0,16,yes,34,0.1,157,2,17,1136,1813,714.0,18,2,2.0,1,0,wifi,medium cost
1010,683,no,0.7,0,5,no,19,0.9,173,4,17,954,1985,2622.0,16,3,5.0,0,0,wifi,high cost
1011,772,no,2.6,1,7,no,6,0.1,100,2,10,741,1471,929.0,13,6,18.0,0,1,wifi,low cost
1012,536,yes,1.4,0,0,yes,53,0.7,135,3,0,547,705,1211.0,15,10,7.0,1,0,wifi,low cost
1013,1694,no,1.8,0,0,no,53,1.0,186,6,0,1194,1208,1653.0,7,5,6.0,1,0,no_wifi,high cost
1014,1633,no,1.7,1,3,yes,33,0.9,111,2,19,146,906,511.0,9,0,7.0,1,1,no_wifi,low cost
1015,1371,no,0.5,0,4,no,52,0.5,167,4,19,471,663,3034.0,13,6,8.0,0,0,no_wifi,high cost
1016,551,yes,2.8,0,0,yes,54,1.0,172,7,15,169,1916,1414.0,6,1,19.0,1,0,wifi,low cost
1017,1221,no,0.5,0,1,yes,28,0.5,139,1,7,1895,1976,2438.0,13,11,10.0,1,1,wifi,very high cost
1018,1000,yes,0.5,0,12,no,63,0.7,179,8,18,1537,1761,3744.0,11,1,7.0,0,0,wifi,very high cost
1019,1986,no,2.7,1,3,yes,64,0.2,162,4,20,236,1520,1377.0,5,3,15.0,1,1,wifi,medium cost
1020,1119,no,0.5,1,0,yes,23,0.4,164,4,1,821,915,3520.0,7,4,7.0,1,0,no_wifi,very high cost
1021,1699,no,0.5,1,1,no,59,0.5,97,4,3,466,1768,3796.0,17,10,12.0,0,1,wifi,very high cost
1022,1099,no,0.5,0,13,yes,61,0.3,146,3,20,393,1096,1699.0,17,10,,1,1,wifi,medium cost
1023,1576,no,2.6,0,7,no,58,0.2,90,3,16,400,631,336.0,14,8,13.0,1,1,wifi,low cost
1024,950,yes,0.5,0,9,no,55,0.1,156,5,10,774,843,1095.0,14,12,13.0,0,1,no_wifi,low cost
1025,1081,yes,2.5,1,13,no,49,1.0,99,3,17,284,519,325.0,9,1,6.0,0,0,wifi,low cost
1026,606,no,2.5,0,1,yes,53,0.2,146,4,2,465,1152,1223.0,19,12,7.0,1,0,no_wifi,low cost
1027,502,no,1.5,1,7,no,37,0.2,199,2,12,705,1810,1649.0,6,1,14.0,0,1,no_wifi,medium cost
1028,957,yes,0.7,0,0,yes,4,0.1,160,2,0,38,1682,1898.0,12,4,3.0,1,1,no_wifi,medium cost
1029,1658,yes,1.4,1,0,yes,38,0.3,159,5,0,51,739,2609.0,12,11,19.0,1,0,no_wifi,high cost
1030,1681,yes,2.5,1,6,no,18,0.3,167,1,7,850,1005,2265.0,5,3,20.0,1,1,wifi,high cost
1031,1983,yes,0.5,1,3,no,43,1.0,87,6,10,349,676,2775.0,9,4,3.0,0,1,wifi,high cost
1032,1753,no,1.2,0,8,yes,12,0.9,113,7,17,387,1595,1445.0,17,16,12.0,1,1,wifi,medium cost
1033,1632,yes,1.4,0,0,no,41,0.1,132,4,1,706,1623,2614.0,5,4,,1,0,no_wifi,high cost
1035,1696,no,1.7,0,1,no,13,0.9,97,3,2,179,772,523.0,5,0,4.0,0,1,wifi,low cost
1036,688,no,2.5,1,0,no,57,0.8,131,7,3,426,1964,3745.0,17,1,4.0,0,1,no_wifi,very high cost
1037,1104,no,1.7,0,1,yes,60,0.4,199,2,13,653,1413,1229.0,6,0,3.0,1,1,wifi,low cost
1038,1122,no,2.8,0,0,no,28,0.6,184,3,4,1578,1963,1402.0,14,10,3.0,0,1,no_wifi,medium cost
1039,504,yes,0.5,1,2,yes,46,0.9,172,5,14,280,1795,2085.0,13,5,8.0,1,0,no_wifi,medium cost
1040,1154,no,0.5,0,12,yes,14,0.7,156,7,14,251,1801,587.0,8,3,4.0,1,1,wifi,low cost
1041,1727,no,2.1,0,2,yes,63,0.6,85,7,8,1463,1992,2457.0,19,13,7.0,1,0,wifi,very high cost
1042,1674,no,2.8,1,0,yes,52,0.2,89,3,7,1432,1649,2030.0,7,0,6.0,1,0,no_wifi,high cost
1043,1948,no,2.8,1,5,yes,18,0.2,135,2,14,477,571,816.0,16,2,3.0,1,0,no_wifi,low cost
1044,1218,yes,2.8,1,3,no,39,0.8,150,7,14,1122,1746,1667.0,10,0,12.0,0,0,no_wifi,medium cost
1045,531,no,1.1,0,10,no,63,0.7,189,7,14,145,1903,2958.0,17,1,19.0,0,1,no_wifi,high cost
1046,1057,no,2.1,0,4,no,5,0.5,154,5,13,416,1055,3705.0,6,4,13.0,1,0,no_wifi,very high cost
1047,576,no,1.2,0,1,no,30,0.8,162,8,5,847,893,2800.0,11,6,16.0,0,1,wifi,high cost
1048,1960,yes,2.1,0,1,no,7,0.2,165,7,9,868,877,3773.0,11,9,6.0,0,1,wifi,very high cost
1049,673,yes,1.7,1,3,yes,22,0.1,88,1,5,594,1088,2050.0,7,2,17.0,1,1,no_wifi,medium cost
1050,718,no,0.7,1,0,yes,21,0.8,88,1,7,518,830,1754.0,17,11,9.0,1,0,wifi,medium cost
1051,864,no,1.7,0,3,yes,35,0.3,103,3,7,663,1805,1904.0,12,8,13.0,1,1,wifi,medium cost
1052,547,no,1.9,1,1,no,37,0.4,154,5,4,371,541,2705.0,17,3,10.0,1,1,no_wifi,medium cost
1053,623,yes,0.9,0,1,yes,3,0.1,102,8,7,1749,1781,3537.0,16,13,3.0,1,0,wifi,very high cost
1054,1793,no,0.7,1,11,no,27,0.4,154,5,13,586,722,1370.0,16,3,19.0,1,0,wifi,medium cost
1055,1720,yes,0.7,1,0,no,19,0.1,137,2,3,409,646,1222.0,13,2,7.0,0,0,no_wifi,medium cost
1056,812,no,0.5,1,1,no,64,1.0,106,4,7,35,1309,3102.0,6,0,2.0,0,0,no_wifi,high cost
1057,980,yes,0.5,0,0,yes,33,0.9,160,6,0,1008,1758,2268.0,7,5,4.0,1,1,no_wifi,high cost
1058,643,no,1.0,0,9,yes,18,0.2,187,8,12,442,1079,2648.0,7,5,18.0,1,1,wifi,medium cost
1059,1925,no,3.0,1,0,yes,16,0.8,175,8,11,983,1087,2173.0,7,3,19.0,1,1,no_wifi,high cost
1060,1408,yes,2.5,0,3,no,32,0.1,151,4,6,875,982,3162.0,19,18,3.0,1,0,no_wifi,very high cost
1061,1522,yes,0.7,1,4,no,28,0.2,124,1,5,952,1191,1368.0,14,5,17.0,1,0,wifi,medium cost
1062,587,yes,2.5,0,16,yes,51,0.6,111,1,17,244,1361,2746.0,10,4,7.0,1,0,wifi,high cost
1063,1959,no,0.5,1,5,no,18,0.7,191,6,20,65,1055,619.0,7,4,8.0,1,1,wifi,low cost
1064,1872,no,0.5,1,3,no,17,0.7,89,6,6,1749,1767,724.0,17,3,9.0,1,0,wifi,medium cost
1065,1043,yes,0.5,0,7,no,42,0.1,111,3,8,716,1626,912.0,16,9,6.0,0,1,no_wifi,low cost
1066,1809,no,0.5,0,6,no,23,0.7,123,6,19,433,1661,2784.0,12,6,20.0,1,1,wifi,very high cost
1067,1703,yes,0.5,0,5,yes,23,0.2,92,6,7,134,521,793.0,7,3,17.0,1,1,no_wifi,low cost
1068,1095,yes,0.5,0,4,no,45,0.5,197,1,5,179,1247,560.0,9,1,10.0,1,1,no_wifi,low cost
1069,1414,no,2.6,0,1,no,27,0.6,137,4,20,804,1564,312.0,5,2,8.0,0,0,wifi,low cost
1070,1659,yes,2.5,0,2,no,41,0.1,88,7,18,787,1515,545.0,12,0,9.0,0,1,wifi,low cost
1071,1540,no,0.7,1,1,no,60,0.8,197,7,12,704,822,1591.0,19,0,2.0,1,0,wifi,medium cost
1072,1342,no,1.0,0,0,yes,31,0.6,86,7,1,991,1638,2746.0,15,5,10.0,1,1,no_wifi,very high cost
1073,1189,yes,2.3,0,13,no,8,0.5,198,3,14,379,932,893.0,9,6,13.0,1,1,no_wifi,low cost
1074,518,yes,2.4,0,0,yes,62,0.6,128,6,0,489,710,2514.0,16,12,7.0,1,1,wifi,medium cost
1075,1449,no,0.8,1,3,yes,10,0.2,144,1,12,1518,1883,1032.0,10,0,8.0,1,1,wifi,medium cost
1076,516,no,1.1,1,0,yes,39,0.4,91,5,7,855,1401,819.0,8,0,10.0,1,1,wifi,low cost
1077,1569,no,0.8,1,8,no,59,0.9,111,3,16,1261,1383,3672.0,15,2,15.0,1,0,wifi,very high cost
1078,1312,yes,0.8,1,0,no,24,0.9,156,6,0,115,1791,3833.0,14,13,17.0,0,1,no_wifi,very high cost
1079,1893,yes,0.5,1,1,no,23,0.1,179,8,3,1203,1432,1482.0,15,7,17.0,0,1,no_wifi,high cost
1080,1076,no,2.5,0,3,no,14,0.2,105,5,4,545,1300,2043.0,7,5,14.0,0,0,no_wifi,medium cost
1081,530,yes,2.6,0,1,no,40,0.9,118,6,2,818,1090,1229.0,16,11,2.0,0,1,no_wifi,low cost
1082,1044,yes,2.8,1,7,no,33,0.6,129,4,13,42,1262,1816.0,17,16,15.0,1,0,wifi,medium cost
1083,1330,no,1.1,0,11,no,37,0.7,126,7,20,1103,1637,2166.0,10,1,4.0,1,0,no_wifi,high cost
1084,1836,no,1.1,1,0,no,14,0.7,104,5,1,168,1068,2469.0,18,6,7.0,1,1,wifi,high cost
1085,1741,yes,0.5,0,1,yes,55,0.1,140,5,3,719,755,2575.0,13,10,7.0,1,1,wifi,high cost
1086,1869,no,2.6,0,0,yes,30,0.4,152,1,13,163,874,1375.0,15,3,19.0,1,0,no_wifi,medium cost
1087,1331,no,0.5,0,8,no,55,0.9,146,3,15,1162,1531,1732.0,6,2,11.0,1,0,wifi,medium cost
1088,1655,yes,0.5,1,6,yes,4,0.1,105,3,12,626,1348,673.0,10,3,12.0,1,0,no_wifi,low cost
1089,605,no,1.5,0,9,yes,18,0.9,162,2,14,329,656,2301.0,15,9,8.0,1,0,no_wifi,medium cost
1090,1245,yes,0.6,0,2,no,30,0.7,105,5,3,330,1434,2676.0,17,8,7.0,1,0,no_wifi,high cost
1091,1709,yes,0.8,0,8,yes,58,0.8,136,2,10,956,1292,1781.0,18,3,17.0,1,0,no_wifi,high cost
1092,846,,2.6,0,0,yes,58,0.1,123,4,15,1140,1983,2248.0,16,8,13.0,1,0,no_wifi,high cost
1093,1403,yes,2.5,1,3,no,62,0.9,90,4,13,217,1623,921.0,14,13,18.0,1,0,no_wifi,low cost
1094,688,yes,1.5,0,0,no,2,1.0,89,3,2,271,869,391.0,5,2,8.0,1,1,wifi,low cost
1095,775,yes,2.5,1,1,yes,10,0.1,185,7,14,444,1555,1719.0,19,3,18.0,1,1,wifi,medium cost
1096,1154,no,2.0,0,6,yes,35,0.8,159,5,16,1003,1827,3262.0,16,15,16.0,1,0,no_wifi,very high cost
1097,1375,no,0.5,1,2,yes,35,0.1,194,2,3,227,772,1947.0,15,13,15.0,1,1,wifi,medium cost
1098,1827,yes,0.8,0,4,no,61,0.9,130,7,9,253,1764,,8,3,7.0,0,1,wifi,very high cost
1099,1697,no,0.5,0,0,yes,60,0.1,90,4,0,88,1046,441.0,15,1,11.0,1,1,no_wifi,low cost
1100,741,no,1.5,0,1,no,14,0.3,178,5,13,334,594,1886.0,19,11,9.0,1,1,wifi,low cost
1101,1672,yes,0.5,1,13,yes,32,0.7,174,1,20,1281,1896,1267.0,17,4,20.0,1,1,no_wifi,medium cost
1102,514,yes,0.7,0,4,no,57,0.1,186,3,7,168,1320,687.0,6,0,20.0,1,1,wifi,low cost
1103,1375,yes,1.3,1,2,no,12,0.1,105,1,13,898,1687,2890.0,17,1,12.0,0,0,no_wifi,very high cost
1104,989,yes,1.8,1,4,yes,55,0.7,124,1,12,46,1069,1737.0,8,5,10.0,1,0,wifi,medium cost
1105,1510,yes,2.5,1,11,no,47,0.7,138,2,13,118,1170,887.0,18,6,,0,0,no_wifi,low cost
1106,1266,no,2.6,0,1,no,18,0.4,86,7,2,1187,1595,398.0,16,8,3.0,1,1,wifi,low cost
1107,1396,no,2.4,1,0,no,46,0.1,138,7,1,1191,1347,2389.0,7,3,15.0,0,0,wifi,high cost
1108,808,no,2.3,0,3,no,45,0.8,161,1,9,526,1324,3431.0,15,6,13.0,0,1,wifi,very high cost
1109,1542,no,2.3,0,1,no,43,2.0,182,2,11,346,966,3601.0,14,4,16.0,0,0,no_wifi,very high cost
1110,745,yes,0.6,1,5,no,35,0.8,102,8,10,89,1538,2459.0,14,1,16.0,1,1,no_wifi,medium cost
1111,1735,yes,1.9,1,0,yes,59,0.7,148,6,0,137,846,3230.0,6,1,9.0,1,1,no_wifi,very high cost
1112,586,no,0.5,1,1,no,57,0.3,188,2,5,1226,1389,3646.0,15,4,11.0,1,1,wifi,very high cost
1113,1341,yes,2.1,1,0,no,36,0.4,107,8,1,473,574,2200.0,18,14,15.0,0,1,no_wifi,medium cost
1114,781,yes,1.3,1,1,no,64,0.2,88,2,7,368,607,3862.0,17,10,9.0,0,0,no_wifi,very high cost
1115,501,yes,0.5,1,14,no,22,0.5,174,6,20,239,1636,3077.0,17,3,17.0,0,0,no_wifi,high cost
1116,1224,yes,1.8,1,2,yes,44,0.2,139,2,9,622,709,621.0,11,4,14.0,1,1,wifi,low cost
1117,1970,no,1.6,1,11,yes,58,0.3,80,8,19,654,882,2372.0,14,12,2.0,1,1,no_wifi,high cost
1118,618,yes,2.2,1,0,yes,63,0.9,138,2,1,853,1781,2574.0,14,3,5.0,1,1,no_wifi,high cost
1119,1537,no,2.9,0,11,yes,46,0.8,158,4,17,686,1305,2857.0,17,14,,1,1,wifi,very high cost
1120,1018,no,2.2,0,8,no,16,0.6,153,8,10,992,1433,3143.0,17,12,20.0,0,1,no_wifi,very high cost
1121,1545,no,1.3,1,15,yes,35,0.1,173,5,20,115,1352,3197.0,14,9,6.0,1,0,wifi,very high cost
1122,1871,,2.1,0,4,yes,41,0.4,144,8,5,275,1966,2727.0,15,8,11.0,1,0,no_wifi,very high cost
1123,1729,yes,2.1,1,1,no,12,0.9,186,1,6,461,1178,1519.0,9,4,5.0,1,0,wifi,medium cost
1124,680,yes,2.1,1,9,yes,9,0.1,131,3,11,1428,1500,2438.0,14,2,17.0,1,0,no_wifi,high cost
1125,1106,yes,1.9,0,4,no,54,0.7,107,3,9,614,1212,2674.0,9,3,9.0,1,0,wifi,high cost
1126,635,,0.6,1,1,yes,50,0.3,97,5,13,193,989,2107.0,13,12,12.0,1,0,no_wifi,medium cost
1127,618,no,0.6,0,8,no,16,0.2,143,1,14,1105,1602,2262.0,16,15,4.0,0,1,no_wifi,high cost
1128,1671,no,0.5,1,13,no,5,0.9,179,8,18,398,1263,815.0,16,6,10.0,1,1,wifi,low cost
1129,1562,yes,1.2,1,0,yes,52,0.1,105,7,9,480,728,2829.0,13,10,3.0,1,1,wifi,high cost
1130,1975,yes,1.9,1,2,no,31,0.9,151,1,17,775,1607,3022.0,13,5,19.0,0,0,wifi,very high cost
1131,831,yes,0.7,0,2,yes,62,0.7,134,8,9,1482,1490,2573.0,16,12,18.0,1,0,wifi,high cost
1132,1524,yes,1.8,1,0,no,10,0.6,174,4,1,154,550,2678.0,16,5,13.0,1,0,wifi,high cost
1133,1528,yes,1.8,1,3,yes,55,0.8,129,5,6,454,1762,1282.0,11,9,11.0,1,1,wifi,medium cost
1134,1447,yes,2.5,1,2,no,9,0.2,155,8,16,737,1455,568.0,12,11,,0,0,no_wifi,low cost
1135,1344,no,1.5,0,1,no,14,0.5,190,1,3,419,556,2074.0,8,1,5.0,1,1,no_wifi,medium cost
1136,564,no,3.0,1,1,no,8,0.7,130,2,3,853,1737,2227.0,9,2,14.0,1,0,wifi,medium cost
1138,1413,yes,1.7,0,2,no,10,0.2,200,6,6,314,1606,2867.0,5,4,15.0,0,1,no_wifi,high cost
1139,831,no,2.4,0,10,no,55,0.5,86,6,12,172,1239,1075.0,12,11,3.0,1,1,no_wifi,low cost
1140,802,no,0.5,1,3,no,43,0.6,153,5,6,527,734,3063.0,17,13,4.0,0,1,no_wifi,high cost
1141,1923,no,1.3,0,3,no,24,1.0,86,4,4,874,1264,2479.0,9,2,15.0,1,1,no_wifi,high cost
1142,1193,yes,3.0,0,10,no,56,0.4,196,3,17,674,864,2394.0,19,11,14.0,1,1,no_wifi,high cost
1143,904,yes,1.2,1,10,yes,31,0.8,112,3,11,657,1014,2814.0,13,3,19.0,1,0,no_wifi,high cost
1144,1285,no,2.4,0,1,yes,51,1.0,140,7,2,475,500,2094.0,8,0,10.0,1,0,no_wifi,medium cost
1145,1635,no,2.6,1,0,yes,2,0.6,182,4,0,1209,1411,2315.0,10,1,2.0,1,1,no_wifi,high cost
1146,1923,no,1.0,1,5,yes,14,0.9,154,4,6,15,525,2519.0,13,0,16.0,1,0,wifi,high cost
1147,1851,yes,1.9,1,3,yes,12,0.9,198,6,11,293,1967,735.0,7,6,14.0,1,0,wifi,low cost
1148,727,yes,1.5,0,0,yes,32,1.0,131,7,1,813,1377,1891.0,19,13,7.0,1,0,wifi,medium cost
1149,1396,no,1.5,1,0,yes,44,0.1,118,6,1,173,1843,1386.0,7,1,8.0,1,1,wifi,medium cost
1150,877,no,1.3,1,9,yes,46,0.8,135,1,14,457,652,3260.0,14,12,6.0,1,0,no_wifi,high cost
1151,696,yes,2.4,0,11,yes,35,0.2,103,3,13,533,797,2022.0,14,11,4.0,1,0,wifi,medium cost
1152,1009,yes,1.0,1,2,no,2,0.6,102,8,14,912,1043,1716.0,7,5,15.0,0,0,no_wifi,medium cost
1153,1526,no,1.1,1,2,yes,38,0.3,116,5,6,798,1418,3317.0,7,1,,1,1,wifi,very high cost
1154,987,no,2.0,1,1,no,20,0.8,192,7,3,412,565,1454.0,11,3,8.0,1,1,no_wifi,low cost
1155,1414,yes,2.2,1,0,yes,49,0.5,101,4,1,130,887,2290.0,13,0,12.0,1,1,no_wifi,medium cost
1156,1732,no,0.8,0,2,no,61,0.3,172,5,3,201,656,3940.0,17,11,20.0,0,1,wifi,very high cost
1157,1587,yes,0.5,0,0,no,50,0.9,148,8,15,299,874,461.0,17,4,4.0,1,0,wifi,low cost
1158,1097,no,0.8,0,10,yes,21,0.1,160,7,15,1277,1352,,15,6,12.0,1,0,wifi,high cost
1159,504,no,2.8,1,0,no,40,0.5,178,3,0,626,1195,470.0,6,0,16.0,1,0,no_wifi,low cost
1160,1159,no,2.7,0,13,yes,28,0.2,80,8,18,378,751,2495.0,10,0,9.0,1,1,wifi,high cost
1161,1910,no,1.4,0,0,no,29,0.6,146,7,2,333,639,2944.0,8,7,2.0,1,1,wifi,high cost
1162,865,no,1.2,1,8,no,59,0.1,159,3,9,805,1804,2361.0,16,11,19.0,1,0,wifi,high cost
1163,1930,yes,2.0,0,11,no,16,0.8,186,8,12,1901,1920,1783.0,17,3,13.0,0,0,wifi,high cost
1164,860,yes,1.3,1,8,yes,40,0.7,170,3,13,1573,1581,2832.0,13,7,20.0,1,1,wifi,high cost
1165,1268,yes,2.9,0,9,yes,42,0.9,182,6,17,360,912,931.0,11,5,20.0,1,1,no_wifi,low cost
1166,999,yes,1.8,1,0,yes,27,0.1,167,4,1,20,745,1344.0,17,10,5.0,1,0,no_wifi,low cost
1167,622,no,0.7,0,0,yes,9,0.3,127,2,0,98,511,3916.0,13,1,5.0,1,0,wifi,high cost
1168,1250,yes,1.4,0,8,no,44,0.2,182,7,20,703,1011,1882.0,14,1,14.0,0,0,no_wifi,medium cost
1169,763,yes,0.5,0,9,yes,51,0.3,104,5,12,273,1278,2865.0,11,6,9.0,1,1,wifi,high cost
1170,1100,yes,1.6,0,12,no,15,0.1,112,8,14,919,1344,757.0,12,2,16.0,1,1,wifi,low cost
1171,815,no,2.0,1,4,no,51,0.3,85,6,12,982,1291,3469.0,5,4,6.0,1,0,wifi,very high cost
1172,618,yes,0.5,1,2,yes,57,0.2,88,3,7,879,896,2399.0,18,15,17.0,1,1,wifi,medium cost
1173,553,yes,2.2,1,0,yes,18,0.7,136,2,1,1287,1892,3300.0,12,10,20.0,1,0,no_wifi,very high cost
1174,673,yes,2.2,1,2,no,3,0.4,84,2,9,1109,1247,2719.0,19,2,,1,1,wifi,high cost
